GEOID,year,name,parent.location,population,poverty.rate,renter.occupied.households,pct.renter.occupied,median.gross.rent,median.household.income,median.property.value,rent.burden,pct.white,pct.af.am,pct.hispanic,pct.am.ind,pct.asian,pct.nh.pi,pct.multiple,pct.other,eviction.filings,evictions,eviction.rate,eviction.filing.rate,low.flag,imputed,subbed
060070001021,2014,1.02.1,"Butte County, California",1591,19.35,215,58.35,925,34821,272400,35.8,80.96,0.13,14.27,0,1.45,0,3.21,0,9,6,2.79,4.18,0,0,0
060070001022,2014,1.02.2,"Butte County, California",1646,4.27,131,21.65,1294,60893,239800,24.1,64.64,0,22.24,0,8.26,0,4.86,0,4,3,2.3,3.06,0,0,0
060070001023,2014,1.02.3,"Butte County, California",1012,0,166,16.23,1141,43015,141400,43.2,79.64,1.28,11.17,0,0.69,0,7.21,0,3,3,1.8,1.8,0,0,0
060070001031,2014,1.03.1,"Butte County, California",3980,0.82,398,24.74,1414,81250,264600,25.1,74.05,0.85,16.78,1.21,3.97,0.2,2.94,0,3,3,0.75,0.75,0,0,0
060070001041,2014,1.04.1,"Butte County, California",1730,15.29,247,44.11,953,44775,264200,36.2,81.56,1.62,13.01,0,3.82,0,0,0,2,1,0.4,0.81,0,0,0
060070001042,2014,1.04.2,"Butte County, California",3304,13.92,882,71.8,832,30151,237700,47.2,65.95,2.97,18.67,0,9.23,0,3.18,0,14,10,1.13,1.59,0,0,0
060070001043,2014,1.04.3,"Butte County, California",695,7.53,225,35.26,775,43977,251900,29.4,84.6,3.74,9.5,0,2.01,0,0.14,0,4,3,1.33,1.78,0,0,0
060070002011,2014,2.01.1,"Butte County, California",943,37.04,334,83.53,865,27404,,33.7,65.01,0,28.95,0,0.85,0,5.2,0,10,6,1.8,2.99,0,0,0
060070002012,2014,2.01.2,"Butte County, California",896,0,34,17.2,,36625,33300,14.8,79.35,0,15.85,0,0,0,4.8,0,2,1,2.91,5.83,0,0,0
060070002013,2014,2.01.3,"Butte County, California",767,0,65,12.55,1688,88365,273400,31.3,86.18,0,11.99,0.78,1.04,0,0,0,2,1,1.55,3.09,0,0,0
060070002014,2014,2.01.4,"Butte County, California",1807,16.59,497,62.28,706,49000,269100,27.4,68.79,0,27.61,1.05,0.39,0,2.16,0,7,6,1.21,1.41,0,0,0
060070002021,2014,2.02.1,"Butte County, California",1495,19.66,454,61.55,842,32222,233200,45.2,74.65,8.09,9.43,0,0.54,0,7.29,0,3,1,0.22,0.66,0,0,0
060070002022,2014,2.02.2,"Butte County, California",696,21.88,300,73.82,789,38108,197300,30.2,75.57,0,13.94,2.59,3.45,0,4.45,0,6,4,1.33,2,0,0,0
060070002023,2014,2.02.3,"Butte County, California",660,19.44,82,15.94,838,22917,33100,45,83.79,1.06,3.03,0,0,0,12.12,0,5,4,4.86,6.07,0,0,0
060070002024,2014,2.02.4,"Butte County, California",654,18.54,174,45.37,820,32019,195700,35.7,73.85,2.75,9.02,0,2.14,0,12.23,0,15,11,6.31,8.6,0,0,0
060070003001,2014,3.1,"Butte County, California",817,12.09,315,100,835,27929,,34.5,71.11,3.92,15.79,0.49,0,0,8.69,0,4,3,0.95,1.27,0,0,0
060070003002,2014,3.2,"Butte County, California",2419,22.51,448,68.7,988,36118,,26.3,71.06,1.9,24.02,0.91,0.37,0,0.12,1.61,7,3,0.67,1.56,0,0,0
060070003003,2014,3.3,"Butte County, California",388,0,130,72.15,798,,192200,38.8,84.28,3.87,5.93,1.29,4.64,0,0,0,2,2,1.54,1.54,0,0,0
060070003004,2014,3.4,"Butte County, California",1071,0,345,73.63,792,37381,197000,35.1,71.62,0,17.18,2.24,1.21,0,7.75,0,10,8,2.32,2.9,0,0,0
060070004011,2014,4.01.1,"Butte County, California",2796,9.38,331,55.32,1084,54022,319500,36.8,67.78,0.39,23.46,0.75,2.25,0.32,5.04,0,5,1,0.3,1.51,0,0,0
060070004021,2014,4.02.1,"Butte County, California",2720,1.79,187,14.22,913,100729,336900,17.6,91.54,0,6.91,0,0,0,1.54,0,4,3,1.6,2.14,0,0,0
060070004022,2014,4.02.2,"Butte County, California",2396,13.72,360,35.98,908,61731,314500,27.8,77.67,1,15.57,0,0,0,5.76,0,6,3,0.83,1.67,0,0,0
060070004023,2014,4.02.3,"Butte County, California",1107,0,294,46.56,1187,48292,225500,18.6,68.11,0,21.32,2.26,8.31,0,0,0,2,1,0.34,0.68,0,0,0
060070004024,2014,4.02.4,"Butte County, California",1128,5.3,185,48.21,,83500,335000,22.5,65.07,0,30.41,0,0,0,4.52,0,3,2,1.08,1.62,0,0,0
060070005011,2014,5.01.1,"Butte County, California",761,11.04,119,41.79,737,60167,370800,50,93.3,0.66,3.42,0,0,0,2.63,0,7,3,2.52,5.88,0,0,0
060070005012,2014,5.01.2,"Butte County, California",1057,0,138,35.7,,81125,319500,33.5,68.31,1.14,26.11,0,0.85,0,3.6,0,2,2,1.45,1.45,0,0,0
060070005013,2014,5.01.3,"Butte County, California",688,0,28,5,,105588,384400,,86.05,0,6.25,0,6.54,0,1.16,0,1,1,3.57,3.57,0,0,0
060070005014,2014,5.01.4,"Butte County, California",1422,0,830,89.91,947,20907,301700,47.4,50.56,0,34.39,0.35,2.6,0,10.9,1.2,11,6,0.72,1.33,0,0,0
060070005021,2014,5.02.1,"Butte County, California",759,36.08,126,43.57,1365,64286,252800,50,77.6,0,9.62,0,12.78,0,0,0,0,0,0,0,0,0,0
060070005022,2014,5.02.2,"Butte County, California",991,76.98,298,100,997,20491,,50,58.73,0,23.61,0,5.35,2.12,10.19,0,29,14,4.7,9.73,0,0,0
060070005023,2014,5.02.3,"Butte County, California",1431,55.51,653,84.42,835,11296,227900,50,58.07,2.45,18.8,0,11.39,3.07,6.22,0,19,11,1.68,2.91,0,0,0
060070005024,2014,5.02.4,"Butte County, California",1101,0,419,100,910,15741,,50,54.31,1.36,33.42,0,2.36,0,8.54,0,1,1,0.24,0.24,0,0,0
060070006011,2014,6.01.1,"Butte County, California",1031,6.72,107,31.57,1632,72153,292300,33.4,84.09,0,10.67,0,1.75,0,3.49,0,0,0,0,0,0,0,0
060070006012,2014,6.01.2,"Butte County, California",797,0,120,21.91,1031,67500,285100,29.8,86.45,0,8.78,0.63,0,0,4.14,0,0,0,0,0,0,0,0
060070006013,2014,6.01.3,"Butte County, California",1646,11.21,271,50.35,1299,51410,273400,42.2,78.43,0.85,13,0.43,6.44,0,0.85,0,1,1,0.37,0.37,0,0,0
060070006031,2014,6.03.1,"Butte County, California",493,7.41,178,66.42,1015,25417,252700,45.6,82.35,0,6.09,0,9.13,0,2.43,0,2,1,0.56,1.12,0,0,0
060070006032,2014,6.03.2,"Butte County, California",909,23.39,298,76.96,778,31563,268800,34.4,75.25,0.88,18.81,0,0.55,0,4.51,0,4,3,1.01,1.34,0,0,0
060070006033,2014,6.03.3,"Butte County, California",1073,0,10,0,,,,,73.07,0.65,20.13,0.56,3.36,0,2.24,0,0,0,0,0,0,0,0
060070006034,2014,6.03.4,"Butte County, California",820,0,302,90.4,1084,17250,393800,50,73.05,3.78,20,0,1.22,0,0,1.95,8,4,1.33,2.65,0,0,0
060070006041,2014,6.04.1,"Butte County, California",964,55.17,214,100,764,14847,,50,63.69,0.62,22.3,0.52,10.79,0,2.07,0,11,9,4.2,5.13,0,0,0
060070006042,2014,6.04.2,"Butte County, California",984,75.25,450,100,771,11273,,47.4,60.57,13.01,23.48,0.51,0,0,2.44,0,6,4,0.89,1.33,0,0,0
060070006043,2014,6.04.3,"Butte County, California",531,100,209,86.16,839,13324,,50,64.41,0,17.89,0,0,0,17.7,0,4,3,1.43,1.91,0,0,0
060070006044,2014,6.04.4,"Butte County, California",766,6.85,153,52.08,891,56932,267700,41.6,73.63,2.09,14.36,0.26,0.13,0,9.53,0,1,0,0,0.65,0,0,0
060070006045,2014,6.04.5,"Butte County, California",1219,60,335,94.86,1090,19868,,50,67.27,0,20.26,0.25,2.46,2.38,7.38,0,12,8,2.39,3.59,0,0,0
060070007001,2014,7.1,"Butte County, California",1197,21.3,421,60.8,796,37859,170400,32.2,77.78,4.34,15.46,2.42,0,0,0,0,6,3,0.71,1.42,0,0,0
060070007002,2014,7.2,"Butte County, California",1472,17.79,375,57.7,1012,49278,226400,35.6,85.87,0,9.71,1.49,2.92,0,0,0,6,4,1.07,1.6,0,0,0
060070007003,2014,7.3,"Butte County, California",1490,10.27,299,43.91,818,49808,318500,30.6,96.17,1.34,1.68,0,0.81,0,0,0,2,2,0.67,0.67,0,0,0
060070007004,2014,7.4,"Butte County, California",750,0,321,76.83,921,47652,171100,28.8,86.27,0,3.47,0,10.27,0,0,0,5,4,1.25,1.56,0,0,0
060070008001,2014,8.1,"Butte County, California",878,0,74,21.3,,71389,275700,16.3,88.95,0,7.4,0,0,0,3.64,0,0,0,0,0,0,0,0
060070008002,2014,8.2,"Butte County, California",665,0,63,12.54,,64886,272200,,81.65,0,10.38,0,5.11,0,2.86,0,0,0,0,0,0,0,0
060070008003,2014,8.3,"Butte County, California",1148,8.59,109,43.96,1347,75417,231900,34,68.9,0,19.95,0,11.15,0,0,0,1,0,0,0.91,0,0,0
060070008004,2014,8.4,"Butte County, California",1809,15.73,294,49.38,759,36746,297800,50,61.36,0.17,31.79,0,2.99,0,3.7,0,5,0,0,1.7,0,0,0
060070008005,2014,8.5,"Butte County, California",880,9.32,141,35.08,1345,54219,289400,29.9,67.61,0.11,16.25,0,6.7,0,9.32,0,0,0,0,0,0,0,0
060070008006,2014,8.6,"Butte County, California",146,56.1,53,0,,18477,221200,,84.25,0,15.75,0,0,0,0,0,1,1,1.88,1.88,0,0,0
060070009011,2014,9.01.1,"Butte County, California",2556,2.67,219,35.49,1359,95750,340200,20.2,84.47,0,11.62,0,1.53,0,2.39,0,2,2,0.91,0.91,0,0,0
060070009031,2014,9.03.1,"Butte County, California",1222,8.27,207,41.86,1094,54125,233800,28.5,62.36,2.62,26.92,0.49,5.07,0.41,1.72,0.41,5,1,0.48,2.41,0,0,0
060070009032,2014,9.03.2,"Butte County, California",1116,9.06,271,57.91,865,39737,227500,30.5,62.37,1.16,22.76,0.36,9.77,0.54,3.05,0,4,1,0.37,1.48,0,0,0
060070009033,2014,9.03.3,"Butte County, California",2543,11.86,601,66.08,1074,46389,315500,35,74.75,0,7.16,0.28,14.12,0,3.7,0,12,6,1,2,0,0,0
060070009034,2014,9.03.4,"Butte County, California",1592,32.88,664,83.49,876,32857,209400,31.2,52.83,13.82,17.9,0,2.2,0,13.25,0,11,9,1.36,1.66,0,0,0
060070009041,2014,9.04.1,"Butte County, California",2829,5.11,322,23.91,1213,83110,361700,22.9,88.02,1.06,5.8,0,2.09,0,3.04,0,4,2,0.62,1.24,0,0,0
060070009042,2014,9.04.2,"Butte County, California",2551,2.71,587,47.62,1188,72383,327900,27.2,92.87,0,4.16,0.08,1.33,0,0.9,0.67,4,1,0.17,0.68,0,0,0
060070009043,2014,9.04.3,"Butte County, California",924,0,191,34.25,1174,55313,225000,32.7,48.59,7.79,30.09,0,13.53,0,0,0,1,0,0,0.52,0,0,0
060070010001,2014,10.1,"Butte County, California",637,36.36,180,47.31,1056,33989,317000,50,65.62,0,29.51,0,0,0,4.87,0,5,4,2.22,2.78,0,0,0
060070010002,2014,10.2,"Butte County, California",824,21.54,196,80.53,1568,,288500,50,90.78,0.73,8.5,0,0,0,0,0,0,0,0,0,0,0,0
060070010003,2014,10.3,"Butte County, California",852,27.03,182,63.14,970,35278,268500,44.9,64.91,0,19.6,0,2.93,0,12.56,0,1,1,0.55,0.55,0,0,0
060070010004,2014,10.4,"Butte County, California",474,0,289,100,727,11189,,46.2,80.38,0,15.82,0,1.27,0,2.53,0,2,0,0,0.69,0,0,0
060070010005,2014,10.5,"Butte County, California",771,0,284,96.09,869,36597,,30.7,66.8,6.61,18.81,0,0,0,7.78,0,2,1,0.35,0.7,0,0,0
060070010006,2014,10.6,"Butte County, California",849,38.6,604,66.8,668,18266,227300,50,82.8,2,15.19,0,0,0,0,0,3,3,0.5,0.5,0,0,0
060070011001,2014,11.1,"Butte County, California",306,85.71,284,100,1133,16490,,50,63.4,5.88,20.26,0,5.88,0,4.58,0,5,3,1.06,1.76,0,0,0
060070011002,2014,11.2,"Butte County, California",1433,20.67,137,29.73,988,36563,211500,50,80.88,0.91,13.75,0.35,0.28,0,3.84,0,1,0,0,0.73,0,0,0
060070011003,2014,11.3,"Butte County, California",938,23.71,323,84.5,732,23200,237500,50,72.6,3.3,9.81,0.85,2.13,2.45,8.85,0,4,0,0,1.24,0,0,0
060070011004,2014,11.4,"Butte County, California",731,32.2,165,56.35,1375,,358900,50,53.76,5.34,15.46,1.09,20.79,0,3.56,0,13,10,6.07,7.89,0,0,0
060070011005,2014,11.5,"Butte County, California",506,0,232,100,1056,21542,,48.4,55.53,9.68,8.1,0,19.76,0,6.92,0,3,3,1.29,1.29,0,0,0
060070012001,2014,12.1,"Butte County, California",729,25.23,394,80.19,630,17614,222900,34.6,78.6,0,16.87,0,1.65,0,2.88,0,7,5,1.27,1.78,0,0,0
060070012002,2014,12.2,"Butte County, California",724,28.45,266,70.03,1052,25250,190800,50,76.1,7.18,14.5,0,0,0,2.21,0,2,2,0.75,0.75,0,0,0
060070012003,2014,12.3,"Butte County, California",685,18.79,128,69.06,885,35109,255000,41.7,76.5,0,13.87,0,0,0,9.64,0,5,3,2.34,3.9,0,0,0
060070012004,2014,12.4,"Butte County, California",1069,8.91,354,94.72,948,28365,,43.2,74.09,0,17.49,0,0.75,1.31,6.36,0,3,3,0.85,0.85,0,0,0
060070013001,2014,13.1,"Butte County, California",1391,25,238,58.11,793,31860,147300,41.8,45.29,0,43.21,1.01,2.73,0,7.76,0,5,5,2.1,2.1,0,0,0
060070013002,2014,13.2,"Butte County, California",1054,19.09,230,66.4,868,37719,156300,40.3,59.49,0.95,22.77,1.04,3.8,0,11.95,0,7,4,1.74,3.04,0,0,0
060070013003,2014,13.3,"Butte County, California",986,45.26,166,65.68,812,25313,216300,34.8,37.83,2.23,35.29,1.72,20.99,0,1.93,0,6,3,1.81,3.61,0,0,0
060070013004,2014,13.4,"Butte County, California",660,57.69,262,84.13,719,15694,129900,50,53.64,3.79,19.55,0,16.36,0,5.15,1.52,7,4,1.52,2.67,0,0,0
060070014001,2014,14.1,"Butte County, California",2609,1.83,70,10.21,,106172,424800,,77.73,0.08,17.25,0,3.18,0,1.76,0,2,1,1.43,2.86,0,0,0
060070014002,2014,14.2,"Butte County, California",1093,0,161,37.89,1565,54833,294700,47.9,91.31,0,8.69,0,0,0,0,0,0,0,0,0,0,0,0
060070014003,2014,14.3,"Butte County, California",690,17.31,129,38.98,,53839,332600,45.6,78.41,3.48,13.04,0,0,0,5.07,0,4,1,0.78,3.11,0,0,0
060070014004,2014,14.4,"Butte County, California",1233,5.3,65,6.87,,114659,513700,,96.67,0,0.97,0,0,0,2.35,0,0,0,0,0,0,0,0
060070015001,2014,15.1,"Butte County, California",1666,21.51,144,36.63,905,62083,448800,23.4,72.45,0,27.55,0,0,0,0,0,2,1,0.7,1.39,0,0,0
060070015002,2014,15.2,"Butte County, California",1199,0,167,52.65,977,59625,275900,22.3,95.58,0,4.42,0,0,0,0,0,2,1,0.6,1.2,0,0,0
060070015003,2014,15.3,"Butte County, California",1580,8.89,92,8.22,,71468,389100,,77.78,1.71,20.13,0,0,0,0.38,0,3,2,2.17,3.25,0,0,0
060070015004,2014,15.4,"Butte County, California",879,0,109,44.6,1363,60150,359400,28.3,97.27,0,0,0,0,0,2.73,0,1,0,0,0.92,0,0,0
060070015005,2014,15.5,"Butte County, California",241,0,77,10.32,,116458,436100,,83.4,0,0,0,0,0,16.6,0,0,0,0,0,0,0,0
060070016001,2014,16.1,"Butte County, California",1347,4.44,82,21.32,,58393,271100,,91.02,0,6.01,0,1.26,0,1.71,0,4,2,2.43,4.86,0,0,0
060070016002,2014,16.2,"Butte County, California",789,0,68,9.33,775,68281,359800,43,82,1.39,9.76,0,0,0,4.82,2.03,2,1,1.46,2.93,0,0,0
060070016003,2014,16.3,"Butte County, California",1057,4.44,118,3.21,,48726,347000,,91.39,0,2.18,0,0,0,6.43,0,2,0,0,1.69,0,0,0
060070016004,2014,16.4,"Butte County, California",1460,0,167,26.93,1063,104050,443800,30.4,73.22,0.55,19.93,0,1.64,0,4.66,0,2,0,0,1.2,0,0,0
060070017021,2014,17.02.1,"Butte County, California",750,34.38,80,36.36,1066,43750,141700,47.1,100,0,0,0,0,0,0,0,2,2,2.5,2.5,0,0,0
060070017022,2014,17.02.2,"Butte County, California",1278,8.99,176,26.24,955,42622,153700,39.1,83.65,0,5.24,0,0,0,11.11,0,10,10,5.68,5.68,0,0,0
060070017023,2014,17.02.3,"Butte County, California",2379,12.87,154,11.34,1004,40146,161000,45,82.81,0,13.83,0,0,0.55,2.82,0,4,3,1.95,2.6,0,0,0
060070017024,2014,17.02.4,"Butte County, California",974,5.3,121,31.22,1123,54706,,43.2,82.65,0,8.73,0,5.65,0,2.98,0,9,6,4.95,7.42,0,0,0
060070017031,2014,17.03.1,"Butte County, California",1077,10.9,110,33.83,1015,40625,188600,24.6,84.4,0,4.74,0,0,0,10.86,0,0,0,0,0,0,0,0
060070017032,2014,17.03.2,"Butte County, California",1877,4.52,214,29.13,1065,42204,157500,32.9,92.59,0.37,6.29,0.37,0,0,0.37,0,4,2,0.93,1.87,0,0,0
060070017041,2014,17.04.1,"Butte County, California",433,34.81,74,44.07,609,42344,267600,50,94,0,6,0,0,0,0,0,2,1,1.35,2.69,0,0,0
060070017042,2014,17.04.2,"Butte County, California",1079,5.64,76,10,,52917,178100,,82.95,0,16.03,1.02,0,0,0,0,3,1,1.31,3.93,0,0,0
060070017043,2014,17.04.3,"Butte County, California",1623,27.94,176,18.09,1077,29815,86800,50,87.12,0,4.93,6.22,0,0,1.73,0,7,5,2.84,3.98,0,0,0
060070018001,2014,18.1,"Butte County, California",1462,9.12,191,16.23,686,41583,215900,34.1,87.21,0.14,6.16,1.37,0,0,5.13,0,1,1,0.52,0.52,0,0,0
060070018002,2014,18.2,"Butte County, California",1054,0,108,36.27,820,57679,219600,27.2,93.74,0,3.23,0,2.37,0,0.66,0,2,0,0,1.85,0,0,0
060070018003,2014,18.3,"Butte County, California",1085,5,165,14.31,765,28583,39200,50,95.21,0,4.79,0,0,0,0,0,9,6,3.64,5.47,0,0,0
060070018004,2014,18.4,"Butte County, California",840,17.62,195,21.69,922,45000,175500,23.2,60.71,0.24,24.17,2.86,0.12,0,11.9,0,8,7,3.59,4.1,0,0,0
060070018005,2014,18.5,"Butte County, California",1180,0,85,25.38,,39375,187700,50,86.95,0,2.37,1.61,3.81,0,5.25,0,0,0,0,0,0,0,0
060070019001,2014,19.1,"Butte County, California",710,5.14,66,14.98,1051,64688,292700,,89.58,0,6.9,0,0,0,3.52,0,1,1,1.52,1.52,0,0,0
060070019002,2014,19.2,"Butte County, California",912,9.27,67,18.07,1198,50833,205700,24.1,83.99,0,14.36,0,0,0,1.64,0,1,1,1.49,1.49,0,0,0
060070019003,2014,19.3,"Butte County, California",752,3.41,96,23.58,1057,49444,198700,50,92.15,0,7.85,0,0,0,0,0,6,3,3.14,6.27,0,0,0
060070019004,2014,19.4,"Butte County, California",1020,2.36,106,25.06,869,47702,150500,23.1,85.78,0,3.24,0.69,2.25,6.86,1.18,0,3,1,0.94,2.83,0,0,0
060070020001,2014,20.1,"Butte County, California",1169,3.15,196,41.39,1597,50694,243900,38.6,92.39,0,7.61,0,0,0,0,0,0,0,0,0,0,0,0
060070020002,2014,20.2,"Butte County, California",673,0,67,0,,38385,218900,,95.39,0,4.61,0,0,0,0,0,2,2,2.97,2.97,0,0,0
060070020003,2014,20.3,"Butte County, California",491,7.38,94,22.31,,61750,218900,,70.88,0,8.15,1.02,0,0,19.96,0,1,1,1.06,1.06,0,0,0
060070020004,2014,20.4,"Butte County, California",818,21.55,152,31.21,964,43250,124100,40.7,79.46,0,6.48,0,0,0,14.06,0,5,4,2.63,3.28,0,0,0
060070020005,2014,20.5,"Butte County, California",1549,8.93,189,30.99,1198,66625,181500,24.8,89.74,0,3.29,4.07,2.07,0,0.84,0,5,4,2.12,2.65,0,0,0
060070020006,2014,20.6,"Butte County, California",934,20.71,198,37.79,1081,60156,158300,27.6,81.37,0,9.85,0,0,0,8.78,0,7,3,1.51,3.53,0,0,0
060070021001,2014,21.1,"Butte County, California",923,0,195,41.41,957,31136,226200,43.7,86.57,0.43,3.36,1.41,3.36,0,4.88,0,10,6,3.08,5.14,0,0,0
060070021002,2014,21.2,"Butte County, California",879,0,153,52.48,860,31648,173700,31.9,83.28,0,16.72,0,0,0,0,0,11,6,3.91,7.17,0,0,0
060070021003,2014,21.3,"Butte County, California",534,8.86,112,2.26,,34875,193900,,95.51,0,3.56,0,0,0,0.94,0,2,1,0.89,1.79,0,0,0
060070021004,2014,21.4,"Butte County, California",1361,7.84,101,19,1233,77708,303900,32.8,97.28,0,2.72,0,0,0,0,0,2,2,1.98,1.98,0,0,0
060070021005,2014,21.5,"Butte County, California",819,0,411,68.86,827,33056,134600,31,84.25,7.08,2.08,0,0,0,6.59,0,4,4,0.97,0.97,0,0,0
060070022001,2014,22.1,"Butte County, California",1479,6.58,441,61.17,688,26630,168300,34,91.28,0,2.1,0,1.62,0,5,0,4,3,0.68,0.91,0,0,0
060070022002,2014,22.2,"Butte County, California",1776,5.85,120,18.1,1086,62411,273300,27.3,94.43,1.01,3.21,0,0.84,0,0.51,0,3,2,1.67,2.51,0,0,0
060070022003,2014,22.3,"Butte County, California",731,29.39,59,25.44,,46518,321100,,82.49,0,9.17,0,5.2,0,3.15,0,4,3,5.08,6.78,0,0,0
060070022004,2014,22.4,"Butte County, California",850,6.88,235,39.22,825,54167,173700,38.6,84.71,0.71,4.71,0,9.88,0,0,0,7,6,2.55,2.98,0,0,0
060070023001,2014,23.1,"Butte County, California",1152,2.76,76,2.52,,51563,209300,,93.84,0,2.43,0,0,0,3.73,0,1,0,0,1.31,0,0,0
060070023002,2014,23.2,"Butte County, California",691,8.65,83,4.48,,,263400,,84.52,0,14.62,0,0,0,0.87,0,3,3,3.61,3.61,0,0,0
060070023003,2014,23.3,"Butte County, California",943,16.92,200,34.44,1045,37886,146600,36.4,87.8,0.74,2.23,1.8,0,0,7.42,0,1,1,0.5,0.5,0,0,0
060070023004,2014,23.4,"Butte County, California",1349,21.87,127,26.15,915,34091,150500,32.7,87.92,0.44,8.97,0,0,0,2.67,0,2,0,0,1.57,0,0,0
060070023005,2014,23.5,"Butte County, California",725,0,88,11.14,1292,49130,365300,33.3,92.41,0.83,5.79,0.41,0,0,0.55,0,4,1,1.13,4.53,0,0,0
060070024001,2014,24.1,"Butte County, California",830,26.88,72,31.44,858,35139,203000,39.2,75.54,1.57,15.78,0.36,0,0.48,6.27,0,1,1,1.38,1.38,0,0,0
060070024002,2014,24.2,"Butte County, California",1029,42.57,92,16.85,465,26985,141800,34.9,89.8,0,4.76,1.07,0,0,4.37,0,3,0,0,3.26,0,0,0
060070024003,2014,24.3,"Butte County, California",1590,16.8,113,20.35,721,38937,255200,34.6,86.48,0,6.48,1.51,2.7,0,2.83,0,2,2,1.77,1.77,0,0,0
060070024004,2014,24.4,"Butte County, California",1079,4.05,107,26.48,977,39022,174500,50,87.95,2.13,6.77,0.83,0.83,0,1.48,0,3,3,2.8,2.8,0,0,0
060070024005,2014,24.5,"Butte County, California",742,27.42,69,23.31,663,21705,108300,12.8,65.09,0.4,27.36,1.08,0.4,0,5.66,0,1,1,1.46,1.46,0,0,0
060070025001,2014,25.1,"Butte County, California",747,23.27,205,61.86,855,56667,164800,26.6,63.19,9.91,7.23,0.94,7.1,0,11.65,0,6,5,2.44,2.92,0,0,0
060070025002,2014,25.2,"Butte County, California",1636,16.75,323,58.33,606,34074,145700,28.5,60.45,5.68,14.3,0.43,12.04,0,7.09,0,16,14,4.33,4.95,0,0,0
060070025003,2014,25.3,"Butte County, California",1462,11.28,225,90.31,755,24969,137500,33.4,55.34,14.98,18.74,1.09,3.76,0,6.09,0,12,10,4.45,5.34,0,0,0
060070025004,2014,25.4,"Butte County, California",1493,24.42,209,47.59,,37955,180600,25.8,72.34,2.34,3.95,0,11.65,0,9.71,0,3,3,1.44,1.44,0,0,0
060070026011,2014,26.01.1,"Butte County, California",754,0,71,9.24,,52017,172500,,85.01,6.63,3.71,0,0,0,4.64,0,0,0,0,0,0,0,0
060070026012,2014,26.01.2,"Butte County, California",603,0,69,20.41,856,43295,103500,20.8,88.23,2.49,1.66,2.65,1.16,0,3.81,0,1,1,1.45,1.45,0,0,0
060070026013,2014,26.01.3,"Butte County, California",818,3.38,58,11.96,1375,51607,254000,32.5,68.34,0,16.99,0,0,0,14.67,0,3,3,5.2,5.2,0,0,0
060070026021,2014,26.02.1,"Butte County, California",1205,5.92,120,15.69,918,47750,183200,19.7,83.9,0,9.21,0.83,4.81,0,1.24,0,6,4,3.32,4.99,0,0,0
060070026022,2014,26.02.2,"Butte County, California",1478,9.69,139,27.51,1215,38179,141100,31,88.9,1.56,2.71,0.47,0,0,6.36,0,4,3,2.15,2.87,0,0,0
060070026023,2014,26.02.3,"Butte County, California",798,0,51,33.62,938,37059,223100,40.3,97.12,0,2.38,0.5,0,0,0,0,1,1,1.95,1.95,0,0,0
060070027001,2014,27.1,"Butte County, California",1000,25,58,46.15,1104,42875,205000,47.9,73.7,0.7,3,0,12.1,2.5,8,0,2,1,1.72,3.45,0,0,0
060070027002,2014,27.2,"Butte County, California",1336,11.42,235,65.36,689,41528,119700,24,85.78,0,2.54,0,7.49,0,4.19,0,8,5,2.13,3.4,0,0,0
060070027003,2014,27.3,"Butte County, California",679,0,78,19.91,,59718,266000,,82.03,0,4.27,6.77,0,5.3,1.62,0,3,1,1.29,3.86,0,0,0
060070027004,2014,27.4,"Butte County, California",445,19.72,103,23.53,,49375,189400,,71.69,0,22.47,0,3.6,0,2.25,0,11,9,8.71,10.65,0,0,0
060070027005,2014,27.5,"Butte County, California",1374,3.81,237,23.05,947,38667,139900,50,52.98,0,7.71,1.02,20.89,0,17.39,0,7,5,2.11,2.96,0,0,0
060070027006,2014,27.6,"Butte County, California",933,3.12,89,41.16,1325,49389,175400,33.5,63.88,0,29.58,2.68,0.43,0,3.43,0,1,1,1.13,1.13,0,0,0
060070028001,2014,28.1,"Butte County, California",727,31.64,211,64.98,751,31705,,41.1,56.53,1.24,27.79,0,1.93,0,12.52,0,24,12,5.69,11.37,0,0,0
060070028002,2014,28.2,"Butte County, California",1034,42.94,270,79.1,672,13036,118300,50,43.04,0,18.28,1.64,14.99,0,22.05,0,13,10,3.7,4.81,0,0,0
060070028003,2014,28.3,"Butte County, California",1061,43.28,459,74.9,643,16031,,50,70.31,7.35,3.49,1.7,2.07,0,15.08,0,32,27,5.88,6.97,0,0,0
060070028004,2014,28.4,"Butte County, California",341,15.79,176,61.26,737,19255,171900,46.3,95.31,0,4.69,0,0,0,0,0,10,8,4.55,5.69,0,0,0
060070028005,2014,28.5,"Butte County, California",824,14.03,193,63.38,1300,38750,121300,28.5,49.03,20.02,21.36,4.98,0,0,4.61,0,5,5,2.6,2.6,0,0,0
060070029001,2014,29.1,"Butte County, California",1554,16.39,221,35.63,968,37028,153000,41,70.59,0.32,3.67,2.06,21.62,0,0,1.74,7,4,1.81,3.17,0,0,0
060070029002,2014,29.2,"Butte County, California",1795,30.4,109,42.24,864,38833,144500,50,44.68,0,10.75,0.89,35.54,0,8.13,0,2,1,0.92,1.83,0,0,0
060070030011,2014,30.01.1,"Butte County, California",1165,12.05,101,26.98,934,34435,47500,36.8,63.18,1.55,20.34,0,0,0,14.94,0,5,3,2.96,4.93,0,0,0
