GEOID,year,name,parent.location,population,poverty.rate,renter.occupied.households,pct.renter.occupied,median.gross.rent,median.household.income,median.property.value,rent.burden,pct.white,pct.af.am,pct.hispanic,pct.am.ind,pct.asian,pct.nh.pi,pct.multiple,pct.other,eviction.filings,evictions,eviction.rate,eviction.filing.rate,low.flag,imputed,subbed
060170303023,2014,303.02.3,"El Dorado County, California",414,0,191,56.12,847,35417,428100,47.9,90.58,0,9.42,0,0,0,0,0,6,4,2.09,3.14,0,0,0
060170303024,2011,303.02.4,"El Dorado County, California",494,26.15,261,86.69,879,24615,,39.1,75.91,0,24.09,0,0,0,0,0,9,6,2.3,3.45,0,0,0
060170303024,2012,303.02.4,"El Dorado County, California",494,26.15,268,86.69,879,24615,,39.1,75.91,0,24.09,0,0,0,0,0,7,4,1.49,2.61,0,0,0
060170303024,2013,303.02.4,"El Dorado County, California",494,26.15,276,86.69,879,24615,,39.1,75.91,0,24.09,0,0,0,0,0,3,2,0.72,1.09,0,0,0
060170303024,2014,303.02.4,"El Dorado County, California",494,26.15,284,86.69,879,24615,,39.1,75.91,0,24.09,0,0,0,0,0,5,2,0.71,1.76,0,0,0
060170304011,2011,304.01.1,"El Dorado County, California",1160,4.03,83,15.66,1543,101250,743100,35.8,96.64,0,0.95,0,0.52,0,1.9,0,4,3,3.6,4.8,0,0,0
060170304011,2012,304.01.1,"El Dorado County, California",1160,4.03,86,15.66,1543,101250,743100,35.8,96.64,0,0.95,0,0.52,0,1.9,0,0,0,0,0,0,0,0
060170304011,2013,304.01.1,"El Dorado County, California",1160,4.03,88,15.66,1543,101250,743100,35.8,96.64,0,0.95,0,0.52,0,1.9,0,0,0,0,0,0,0,0
060170304011,2014,304.01.1,"El Dorado County, California",1160,4.03,90,15.66,1543,101250,743100,35.8,96.64,0,0.95,0,0.52,0,1.9,0,4,2,2.21,4.43,0,0,0
060170304012,2011,304.01.2,"El Dorado County, California",778,0,191,34.22,1051,84250,368600,36.1,87.28,0.39,3.08,0,3.86,0,5.4,0,10,6,3.14,5.23,0,0,0
060170304012,2012,304.01.2,"El Dorado County, California",778,0,196,34.22,1051,84250,368600,36.1,87.28,0.39,3.08,0,3.86,0,5.4,0,4,1,0.51,2.04,0,0,0
060170304012,2013,304.01.2,"El Dorado County, California",778,0,202,34.22,1051,84250,368600,36.1,87.28,0.39,3.08,0,3.86,0,5.4,0,6,5,2.48,2.98,0,0,0
060170304012,2014,304.01.2,"El Dorado County, California",778,0,207,34.22,1051,84250,368600,36.1,87.28,0.39,3.08,0,3.86,0,5.4,0,3,2,0.97,1.45,0,0,0
060170304013,2011,304.01.3,"El Dorado County, California",634,0,111,25.81,875,71442,356100,50,92.59,0,7.41,0,0,0,0,0,6,4,3.61,5.41,0,0,0
060170304013,2012,304.01.3,"El Dorado County, California",634,0,114,25.81,875,71442,356100,50,92.59,0,7.41,0,0,0,0,0,2,1,0.88,1.76,0,0,0
060170304013,2013,304.01.3,"El Dorado County, California",634,0,117,25.81,875,71442,356100,50,92.59,0,7.41,0,0,0,0,0,5,2,1.72,4.29,0,0,0
060170304013,2014,304.01.3,"El Dorado County, California",634,0,119,25.81,875,71442,356100,50,92.59,0,7.41,0,0,0,0,0,5,4,3.35,4.19,0,0,0
060170304014,2011,304.01.4,"El Dorado County, California",755,24,131,23.77,590,38942,308200,29,53.77,0,40.13,0,6.09,0,0,0,6,4,3.05,4.57,0,0,0
060170304014,2012,304.01.4,"El Dorado County, California",755,24,134,23.77,590,38942,308200,29,53.77,0,40.13,0,6.09,0,0,0,5,1,0.75,3.74,0,0,0
060170304014,2013,304.01.4,"El Dorado County, California",755,24,136,23.77,590,38942,308200,29,53.77,0,40.13,0,6.09,0,0,0,11,6,4.41,8.09,0,0,0
060170304014,2014,304.01.4,"El Dorado County, California",755,24,138,23.77,590,38942,308200,29,53.77,0,40.13,0,6.09,0,0,0,5,4,2.89,3.61,0,0,0
060170304015,2011,304.01.5,"El Dorado County, California",547,0,168,39.86,1214,33409,262500,45.4,65.45,0,31.99,0,0,2.56,0,0,7,4,2.38,4.17,0,0,0
060170304015,2012,304.01.5,"El Dorado County, California",547,0,172,39.86,1214,33409,262500,45.4,65.45,0,31.99,0,0,2.56,0,0,11,9,5.24,6.41,0,0,0
060170304015,2013,304.01.5,"El Dorado County, California",547,0,176,39.86,1214,33409,262500,45.4,65.45,0,31.99,0,0,2.56,0,0,6,3,1.71,3.42,0,0,0
060170304015,2014,304.01.5,"El Dorado County, California",547,0,179,39.86,1214,33409,262500,45.4,65.45,0,31.99,0,0,2.56,0,0,2,0,0,1.12,0,0,0
060170304021,2011,304.02.1,"El Dorado County, California",405,8.16,84,30.17,827,87950,363000,46.3,94.81,0,1.48,1.98,0,0,1.73,0,0,0,0,0,0,0,0
060170304021,2012,304.02.1,"El Dorado County, California",405,8.16,84,30.17,827,87950,363000,46.3,94.81,0,1.48,1.98,0,0,1.73,0,1,0,0,1.19,0,0,0
060170304021,2013,304.02.1,"El Dorado County, California",405,8.16,85,30.17,827,87950,363000,46.3,94.81,0,1.48,1.98,0,0,1.73,0,1,0,0,1.18,0,0,0
060170304021,2014,304.02.1,"El Dorado County, California",405,8.16,86,30.17,827,87950,363000,46.3,94.81,0,1.48,1.98,0,0,1.73,0,2,2,2.33,2.33,0,0,0
060170304022,2011,304.02.2,"El Dorado County, California",513,32.2,275,71.32,670,19073,,34.1,63.16,1.95,13.26,0,14.81,0,6.82,0,11,8,2.91,4,0,0,0
060170304022,2012,304.02.2,"El Dorado County, California",513,32.2,278,71.32,670,19073,,34.1,63.16,1.95,13.26,0,14.81,0,6.82,0,8,8,2.88,2.88,0,0,0
060170304022,2013,304.02.2,"El Dorado County, California",513,32.2,281,71.32,670,19073,,34.1,63.16,1.95,13.26,0,14.81,0,6.82,0,7,4,1.42,2.49,0,0,0
060170304022,2014,304.02.2,"El Dorado County, California",513,32.2,284,71.32,670,19073,,34.1,63.16,1.95,13.26,0,14.81,0,6.82,0,14,7,2.46,4.93,0,0,0
060170304023,2011,304.02.3,"El Dorado County, California",932,30.58,332,62.89,,26786,301900,32.3,68.99,0.21,26.72,0,3.33,0,0.75,0,11,8,2.41,3.31,0,0,0
060170304023,2012,304.02.3,"El Dorado County, California",932,30.58,337,62.89,,26786,301900,32.3,68.99,0.21,26.72,0,3.33,0,0.75,0,20,10,2.97,5.94,0,0,0
060170304023,2013,304.02.3,"El Dorado County, California",932,30.58,341,62.89,,26786,301900,32.3,68.99,0.21,26.72,0,3.33,0,0.75,0,12,7,2.05,3.52,0,0,0
060170304023,2014,304.02.3,"El Dorado County, California",932,30.58,345,62.89,,26786,301900,32.3,68.99,0.21,26.72,0,3.33,0,0.75,0,10,7,2.03,2.9,0,0,0
060170304024,2011,304.02.4,"El Dorado County, California",921,4.37,216,35.75,838,32295,,32.7,65.47,0,18.46,0,14.66,0,1.41,0,15,10,4.64,6.96,0,0,0
060170304024,2012,304.02.4,"El Dorado County, California",921,4.37,218,35.75,838,32295,,32.7,65.47,0,18.46,0,14.66,0,1.41,0,19,12,5.5,8.7,0,0,0
060170304024,2013,304.02.4,"El Dorado County, California",921,4.37,221,35.75,838,32295,,32.7,65.47,0,18.46,0,14.66,0,1.41,0,8,5,2.26,3.62,0,0,0
060170304024,2014,304.02.4,"El Dorado County, California",921,4.37,224,35.75,838,32295,,32.7,65.47,0,18.46,0,14.66,0,1.41,0,6,4,1.79,2.68,0,0,0
060170304025,2011,304.02.5,"El Dorado County, California",724,17.14,139,34.26,1137,72305,319100,21.3,46.69,11.19,40.19,0,0,0,1.93,0,7,3,2.16,5.03,0,0,0
060170304025,2012,304.02.5,"El Dorado County, California",724,17.14,141,34.26,1137,72305,319100,21.3,46.69,11.19,40.19,0,0,0,1.93,0,5,3,2.12,3.54,0,0,0
060170304025,2013,304.02.5,"El Dorado County, California",724,17.14,144,34.26,1137,72305,319100,21.3,46.69,11.19,40.19,0,0,0,1.93,0,12,7,4.88,8.36,0,0,0
060170304025,2014,304.02.5,"El Dorado County, California",724,17.14,146,34.26,1137,72305,319100,21.3,46.69,11.19,40.19,0,0,0,1.93,0,14,12,8.24,9.61,0,0,0
060170305021,2011,305.02.1,"El Dorado County, California",697,4.1,45,12.5,1131,93629,516500,10,88.24,0,11.76,0,0,0,0,0,1,0,0,2.25,0,0,0
060170305021,2012,305.02.1,"El Dorado County, California",697,4.1,46,12.5,1131,93629,516500,10,88.24,0,11.76,0,0,0,0,0,6,3,6.52,13.04,0,0,0
060170305021,2013,305.02.1,"El Dorado County, California",697,4.1,48,12.5,1131,93629,516500,10,88.24,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0
060170305021,2014,305.02.1,"El Dorado County, California",697,4.1,49,12.5,1131,93629,516500,10,88.24,0,11.76,0,0,0,0,0,1,1,2.04,2.04,0,0,0
060170305022,2011,305.02.2,"El Dorado County, California",905,1.87,91,3.85,,86875,373100,,98.56,0,1.44,0,0,0,0,0,4,3,3.3,4.4,0,0,0
060170305022,2012,305.02.2,"El Dorado County, California",905,1.87,94,3.85,,86875,373100,,98.56,0,1.44,0,0,0,0,0,2,0,0,2.13,0,0,0
060170305022,2013,305.02.2,"El Dorado County, California",905,1.87,97,3.85,,86875,373100,,98.56,0,1.44,0,0,0,0,0,2,1,1.03,2.06,0,0,0
060170305022,2014,305.02.2,"El Dorado County, California",905,1.87,100,3.85,,86875,373100,,98.56,0,1.44,0,0,0,0,0,2,2,2,2,0,0,0
060170305023,2011,305.02.3,"El Dorado County, California",806,0,83,2.2,,108224,291500,,92.56,0,7.2,0,0,0,0.25,0,1,1,1.2,1.2,0,0,0
060170305023,2012,305.02.3,"El Dorado County, California",806,0,85,2.2,,108224,291500,,92.56,0,7.2,0,0,0,0.25,0,0,0,0,0,0,0,0
060170305023,2013,305.02.3,"El Dorado County, California",806,0,86,2.2,,108224,291500,,92.56,0,7.2,0,0,0,0.25,0,2,0,0,2.33,0,0,0
060170305023,2014,305.02.3,"El Dorado County, California",806,0,87,2.2,,108224,291500,,92.56,0,7.2,0,0,0,0.25,0,0,0,0,0,0,0,0
060170305041,2011,305.04.1,"El Dorado County, California",1276,9.12,143,22.73,1380,52391,457900,29,75.86,0,17.08,3.45,0,0,3.61,0,6,3,2.11,4.21,0,0,0
060170305041,2012,305.04.1,"El Dorado County, California",1276,9.12,147,22.73,1380,52391,457900,29,75.86,0,17.08,3.45,0,0,3.61,0,3,0,0,2.04,0,0,0
060170305041,2013,305.04.1,"El Dorado County, California",1276,9.12,152,22.73,1380,52391,457900,29,75.86,0,17.08,3.45,0,0,3.61,0,3,2,1.32,1.98,0,0,0
060170305041,2014,305.04.1,"El Dorado County, California",1276,9.12,156,22.73,1380,52391,457900,29,75.86,0,17.08,3.45,0,0,3.61,0,2,2,1.28,1.28,0,0,0
060170305042,2011,305.04.2,"El Dorado County, California",595,6.41,66,44.13,1865,62330,530700,39.5,70.08,0,14.62,0,15.29,0,0,0,1,1,1.52,1.52,0,0,0
060170305042,2012,305.04.2,"El Dorado County, California",595,6.41,68,44.13,1865,62330,530700,39.5,70.08,0,14.62,0,15.29,0,0,0,0,0,0,0,0,0,0
060170305042,2013,305.04.2,"El Dorado County, California",595,6.41,70,44.13,1865,62330,530700,39.5,70.08,0,14.62,0,15.29,0,0,0,1,0,0,1.44,0,0,0
060170305042,2014,305.04.2,"El Dorado County, California",595,6.41,71,44.13,1865,62330,530700,39.5,70.08,0,14.62,0,15.29,0,0,0,3,2,2.8,4.21,0,0,0
060170305043,2011,305.04.3,"El Dorado County, California",646,0,109,33.33,996,69583,386100,46.3,93.19,0,4.02,0,0.93,0.15,1.7,0,3,0,0,2.75,0,0,0
060170305043,2012,305.04.3,"El Dorado County, California",646,0,113,33.33,996,69583,386100,46.3,93.19,0,4.02,0,0.93,0.15,1.7,0,5,2,1.77,4.42,0,0,0
060170305043,2013,305.04.3,"El Dorado County, California",646,0,117,33.33,996,69583,386100,46.3,93.19,0,4.02,0,0.93,0.15,1.7,0,3,2,1.71,2.56,0,0,0
060170305043,2014,305.04.3,"El Dorado County, California",646,0,121,33.33,996,69583,386100,46.3,93.19,0,4.02,0,0.93,0.15,1.7,0,1,1,0.83,0.83,0,0,0
060170305051,2011,305.05.1,"El Dorado County, California",871,1.95,101,22.28,894,64135,474500,18.8,80.94,0,15.5,0,0.92,0,2.64,0,3,1,1,2.99,0,0,0
060170305051,2012,305.05.1,"El Dorado County, California",871,1.95,103,22.28,894,64135,474500,18.8,80.94,0,15.5,0,0.92,0,2.64,0,2,2,1.94,1.94,0,0,0
060170305051,2013,305.05.1,"El Dorado County, California",871,1.95,106,22.28,894,64135,474500,18.8,80.94,0,15.5,0,0.92,0,2.64,0,1,0,0,0.95,0,0,0
060170305051,2014,305.05.1,"El Dorado County, California",871,1.95,108,22.28,894,64135,474500,18.8,80.94,0,15.5,0,0.92,0,2.64,0,1,0,0,0.93,0,0,0
060170305052,2011,305.05.2,"El Dorado County, California",707,0,58,35.25,1419,83026,402700,23.8,90.24,0,9.76,0,0,0,0,0,2,0,0,3.47,0,0,0
060170305052,2012,305.05.2,"El Dorado County, California",707,0,59,35.25,1419,83026,402700,23.8,90.24,0,9.76,0,0,0,0,0,2,0,0,3.37,0,0,0
060170305052,2013,305.05.2,"El Dorado County, California",707,0,61,35.25,1419,83026,402700,23.8,90.24,0,9.76,0,0,0,0,0,1,1,1.64,1.64,0,0,0
060170305052,2014,305.05.2,"El Dorado County, California",707,0,63,35.25,1419,83026,402700,23.8,90.24,0,9.76,0,0,0,0,0,0,0,0,0,0,0,0
060170305053,2011,305.05.3,"El Dorado County, California",977,0,118,16.47,1467,69643,333500,28.9,78.3,3.28,10.75,0,0,0,7.68,0,9,2,1.7,7.65,0,0,0
060170305053,2012,305.05.3,"El Dorado County, California",977,0,122,16.47,1467,69643,333500,28.9,78.3,3.28,10.75,0,0,0,7.68,0,8,3,2.45,6.54,0,0,0
060170305053,2013,305.05.3,"El Dorado County, California",977,0,127,16.47,1467,69643,333500,28.9,78.3,3.28,10.75,0,0,0,7.68,0,1,0,0,0.79,0,0,0
060170305053,2014,305.05.3,"El Dorado County, California",977,0,132,16.47,1467,69643,333500,28.9,78.3,3.28,10.75,0,0,0,7.68,0,0,0,0,0,0,0,0
060170306011,2011,306.01.1,"El Dorado County, California",3014,1.84,110,13.55,1709,94460,287500,24.4,96.38,0,0.5,0.93,0.46,0,1.73,0,0,0,0,0,0,0,0
060170306011,2012,306.01.1,"El Dorado County, California",3014,1.84,111,13.55,1709,94460,287500,24.4,96.38,0,0.5,0.93,0.46,0,1.73,0,4,1,0.9,3.59,0,0,0
060170306011,2013,306.01.1,"El Dorado County, California",3014,1.84,113,13.55,1709,94460,287500,24.4,96.38,0,0.5,0.93,0.46,0,1.73,0,6,2,1.77,5.31,0,0,0
060170306011,2014,306.01.1,"El Dorado County, California",3014,1.84,115,13.55,1709,94460,287500,24.4,96.38,0,0.5,0.93,0.46,0,1.73,0,7,2,1.74,6.1,0,0,0
060170306012,2011,306.01.2,"El Dorado County, California",2298,6.87,118,24.34,1451,72917,386500,50,91.99,0,5.66,0,0,0,2.35,0,12,7,5.93,10.17,0,0,0
060170306012,2012,306.01.2,"El Dorado County, California",2298,6.87,119,24.34,1451,72917,386500,50,91.99,0,5.66,0,0,0,2.35,0,4,0,0,3.36,0,0,0
060170306012,2013,306.01.2,"El Dorado County, California",2298,6.87,120,24.34,1451,72917,386500,50,91.99,0,5.66,0,0,0,2.35,0,4,3,2.5,3.33,0,0,0
060170306012,2014,306.01.2,"El Dorado County, California",2298,6.87,121,24.34,1451,72917,386500,50,91.99,0,5.66,0,0,0,2.35,0,1,0,0,0.83,0,0,0
060170306021,2011,306.02.1,"El Dorado County, California",580,0,67,33.86,,80778,271300,,80,0,20,0,0,0,0,0,2,2,2.98,2.98,0,0,0
060170306021,2012,306.02.1,"El Dorado County, California",580,0,68,33.86,,80778,271300,,80,0,20,0,0,0,0,0,2,2,2.93,2.93,0,0,0
060170306021,2013,306.02.1,"El Dorado County, California",580,0,70,33.86,,80778,271300,,80,0,20,0,0,0,0,0,1,1,1.44,1.44,0,0,0
060170306021,2014,306.02.1,"El Dorado County, California",580,0,71,33.86,,80778,271300,,80,0,20,0,0,0,0,0,3,3,4.25,4.25,0,0,0
060170306022,2011,306.02.2,"El Dorado County, California",2582,4.22,201,28.03,971,43304,258000,45.8,82.42,1.43,12.43,2.17,0.39,0,1.16,0,6,3,1.49,2.98,0,0,0
060170306022,2012,306.02.2,"El Dorado County, California",2582,4.22,206,28.03,971,43304,258000,45.8,82.42,1.43,12.43,2.17,0.39,0,1.16,0,8,6,2.91,3.88,0,0,0
060170306022,2013,306.02.2,"El Dorado County, California",2582,4.22,212,28.03,971,43304,258000,45.8,82.42,1.43,12.43,2.17,0.39,0,1.16,0,5,2,0.95,2.36,0,0,0
060170306022,2014,306.02.2,"El Dorado County, California",2582,4.22,217,28.03,971,43304,258000,45.8,82.42,1.43,12.43,2.17,0.39,0,1.16,0,7,6,2.77,3.23,0,0,0
060170306023,2011,306.02.3,"El Dorado County, California",1419,0,100,6.16,,53668,277000,,94.08,0,4.37,1.27,0.28,0,0,0,3,2,2,3,0,0,0
060170306023,2012,306.02.3,"El Dorado County, California",1419,0,100,6.16,,53668,277000,,94.08,0,4.37,1.27,0.28,0,0,0,2,1,1,1.99,0,0,0
060170306023,2013,306.02.3,"El Dorado County, California",1419,0,101,6.16,,53668,277000,,94.08,0,4.37,1.27,0.28,0,0,0,0,0,0,0,0,0,0
060170306023,2014,306.02.3,"El Dorado County, California",1419,0,101,6.16,,53668,277000,,94.08,0,4.37,1.27,0.28,0,0,0,3,1,0.99,2.98,0,0,0
060170306024,2011,306.02.4,"El Dorado County, California",1317,0,76,0,,100208,263300,,94.23,0,0.91,0,0,0,4.86,0,5,3,3.95,6.58,0,0,0
060170306024,2012,306.02.4,"El Dorado County, California",1317,0,77,0,,100208,263300,,94.23,0,0.91,0,0,0,4.86,0,4,1,1.3,5.19,0,0,0
060170306024,2013,306.02.4,"El Dorado County, California",1317,0,78,0,,100208,263300,,94.23,0,0.91,0,0,0,4.86,0,6,1,1.28,7.69,0,0,0
060170306024,2014,306.02.4,"El Dorado County, California",1317,0,79,0,,100208,263300,,94.23,0,0.91,0,0,0,4.86,0,3,3,3.8,3.8,0,0,0
060170306025,2011,306.02.5,"El Dorado County, California",865,12.7,52,8.36,,,354100,,71.56,0,15.72,0,2.54,0,10.17,0,4,3,5.77,7.69,0,0,0
060170306025,2012,306.02.5,"El Dorado County, California",865,12.7,53,8.36,,,354100,,71.56,0,15.72,0,2.54,0,10.17,0,2,1,1.89,3.77,0,0,0
060170306025,2013,306.02.5,"El Dorado County, California",865,12.7,54,8.36,,,354100,,71.56,0,15.72,0,2.54,0,10.17,0,1,0,0,1.85,0,0,0
060170306025,2014,306.02.5,"El Dorado County, California",865,12.7,55,8.36,,,354100,,71.56,0,15.72,0,2.54,0,10.17,0,1,1,1.82,1.82,0,0,0
060170306031,2011,306.03.1,"El Dorado County, California",896,13.93,69,29.01,897,36181,273500,44.4,90.74,0,7.14,0,0.89,0,1.23,0,7,5,7.21,10.1,0,0,0
060170306031,2012,306.03.1,"El Dorado County, California",896,13.93,73,29.01,897,36181,273500,44.4,90.74,0,7.14,0,0.89,0,1.23,0,7,3,4.13,9.63,0,0,0
060170306031,2013,306.03.1,"El Dorado County, California",896,13.93,76,29.01,897,36181,273500,44.4,90.74,0,7.14,0,0.89,0,1.23,0,4,1,1.32,5.26,0,0,0
060170306031,2014,306.03.1,"El Dorado County, California",896,13.93,79,29.01,897,36181,273500,44.4,90.74,0,7.14,0,0.89,0,1.23,0,4,1,1.26,5.04,0,0,0
060170306032,2011,306.03.2,"El Dorado County, California",759,2.03,74,15.31,614,81042,323100,17.8,84.19,0,3.43,0,1.05,2.64,8.7,0,3,2,2.69,4.04,0,0,0
060170306032,2012,306.03.2,"El Dorado County, California",759,2.03,76,15.31,614,81042,323100,17.8,84.19,0,3.43,0,1.05,2.64,8.7,0,2,0,0,2.64,0,0,0
060170306032,2013,306.03.2,"El Dorado County, California",759,2.03,77,15.31,614,81042,323100,17.8,84.19,0,3.43,0,1.05,2.64,8.7,0,1,1,1.3,1.3,0,0,0
060170306032,2014,306.03.2,"El Dorado County, California",759,2.03,78,15.31,614,81042,323100,17.8,84.19,0,3.43,0,1.05,2.64,8.7,0,3,1,1.28,3.83,0,0,0
060170306033,2011,306.03.3,"El Dorado County, California",1380,0,90,9.89,1606,57019,224600,50,85.29,0,7.46,4.64,2.25,0,0.36,0,2,0,0,2.22,0,0,0
060170306033,2012,306.03.3,"El Dorado County, California",1380,0,91,9.89,1606,57019,224600,50,85.29,0,7.46,4.64,2.25,0,0.36,0,3,1,1.09,3.28,0,0,0
060170306033,2013,306.03.3,"El Dorado County, California",1380,0,93,9.89,1606,57019,224600,50,85.29,0,7.46,4.64,2.25,0,0.36,0,4,1,1.08,4.32,0,0,0
060170306033,2014,306.03.3,"El Dorado County, California",1380,0,94,9.89,1606,57019,224600,50,85.29,0,7.46,4.64,2.25,0,0.36,0,3,2,2.14,3.2,0,0,0
060170306034,2011,306.03.4,"El Dorado County, California",57,0,29,27.59,790,,241700,42,94.74,1.75,3.51,0,0,0,0,0,1,1,3.41,3.41,0,0,0
060170306034,2012,306.03.4,"El Dorado County, California",57,0,30,27.59,790,,241700,42,94.74,1.75,3.51,0,0,0,0,0,1,1,3.37,3.37,0,0,0
060170306034,2013,306.03.4,"El Dorado County, California",57,0,30,27.59,790,,241700,42,94.74,1.75,3.51,0,0,0,0,0,1,1,3.33,3.33,0,0,0
060170306034,2014,306.03.4,"El Dorado County, California",57,0,30,27.59,790,,241700,42,94.74,1.75,3.51,0,0,0,0,0,0,0,0,0,0,0,0
060170307011,2011,307.01.1,"El Dorado County, California",3640,0,79,9.38,1206,131471,558800,50,91.04,0,4.26,0,2.2,0,2.5,0,8,2,2.53,10.13,0,0,0
060170307011,2012,307.01.1,"El Dorado County, California",3640,0,80,9.38,1206,131471,558800,50,91.04,0,4.26,0,2.2,0,2.5,0,4,1,1.25,5,0,0,0
060170307011,2013,307.01.1,"El Dorado County, California",3640,0,81,9.38,1206,131471,558800,50,91.04,0,4.26,0,2.2,0,2.5,0,4,2,2.47,4.94,0,0,0
060170307011,2014,307.01.1,"El Dorado County, California",3640,0,82,9.38,1206,131471,558800,50,91.04,0,4.26,0,2.2,0,2.5,0,1,0,0,1.22,0,0,0
060170307012,2011,307.01.2,"El Dorado County, California",2781,0,256,11.62,1468,128500,579100,22.3,82.85,0,13.16,0,3.92,0,0.07,0,8,3,1.17,3.13,0,0,0
060170307012,2012,307.01.2,"El Dorado County, California",2781,0,257,11.62,1468,128500,579100,22.3,82.85,0,13.16,0,3.92,0,0.07,0,5,1,0.39,1.94,0,0,0
060170307012,2013,307.01.2,"El Dorado County, California",2781,0,259,11.62,1468,128500,579100,22.3,82.85,0,13.16,0,3.92,0,0.07,0,5,3,1.16,1.93,0,0,0
060170307012,2014,307.01.2,"El Dorado County, California",2781,0,261,11.62,1468,128500,579100,22.3,82.85,0,13.16,0,3.92,0,0.07,0,1,1,0.38,0.38,0,0,0
060170307041,2011,307.04.1,"El Dorado County, California",3796,10.58,592,33.21,1196,101713,562500,29.1,71.5,0,12.28,0,11.04,0,5.19,0,6,3,0.51,1.01,0,0,0
060170307041,2012,307.04.1,"El Dorado County, California",3796,10.58,633,33.21,1196,101713,562500,29.1,71.5,0,12.28,0,11.04,0,5.19,0,12,5,0.79,1.9,0,0,0
060170307041,2013,307.04.1,"El Dorado County, California",3796,10.58,675,33.21,1196,101713,562500,29.1,71.5,0,12.28,0,11.04,0,5.19,0,17,11,1.63,2.52,0,0,0
060170307041,2014,307.04.1,"El Dorado County, California",3796,10.58,716,33.21,1196,101713,562500,29.1,71.5,0,12.28,0,11.04,0,5.19,0,8,5,0.7,1.12,0,0,0
060170307042,2011,307.04.2,"El Dorado County, California",2637,7.41,94,15.37,2282,95125,440500,27.4,65.95,9.9,10.13,0,8.65,0,5.38,0,2,2,2.12,2.12,0,0,0
060170307042,2012,307.04.2,"El Dorado County, California",2637,7.41,96,15.37,2282,95125,440500,27.4,65.95,9.9,10.13,0,8.65,0,5.38,0,6,3,3.14,6.27,0,0,0
060170307042,2013,307.04.2,"El Dorado County, California",2637,7.41,97,15.37,2282,95125,440500,27.4,65.95,9.9,10.13,0,8.65,0,5.38,0,3,1,1.03,3.09,0,0,0
060170307042,2014,307.04.2,"El Dorado County, California",2637,7.41,98,15.37,2282,95125,440500,27.4,65.95,9.9,10.13,0,8.65,0,5.38,0,1,0,0,1.02,0,0,0
060170307061,2011,307.06.1,"El Dorado County, California",2650,0,346,13.95,1375,134896,450000,35.3,70.79,1.89,14.72,0,7.66,0,2.98,1.96,11,5,1.45,3.18,0,0,0
060170307061,2012,307.06.1,"El Dorado County, California",2650,0,347,13.95,1375,134896,450000,35.3,70.79,1.89,14.72,0,7.66,0,2.98,1.96,5,4,1.15,1.44,0,0,0
060170307061,2013,307.06.1,"El Dorado County, California",2650,0,349,13.95,1375,134896,450000,35.3,70.79,1.89,14.72,0,7.66,0,2.98,1.96,7,3,0.86,2.01,0,0,0
060170307061,2014,307.06.1,"El Dorado County, California",2650,0,351,13.95,1375,134896,450000,35.3,70.79,1.89,14.72,0,7.66,0,2.98,1.96,5,4,1.14,1.43,0,0,0
060170307062,2011,307.06.2,"El Dorado County, California",2947,0,97,6.65,2636,135083,455700,24.8,83.24,4.24,3.94,0,6.45,0,2.14,0,7,5,5.15,7.22,0,0,0
060170307062,2012,307.06.2,"El Dorado County, California",2947,0,99,6.65,2636,135083,455700,24.8,83.24,4.24,3.94,0,6.45,0,2.14,0,3,2,2.02,3.03,0,0,0
060170307062,2013,307.06.2,"El Dorado County, California",2947,0,101,6.65,2636,135083,455700,24.8,83.24,4.24,3.94,0,6.45,0,2.14,0,0,0,0,0,0,0,0
060170307062,2014,307.06.2,"El Dorado County, California",2947,0,103,6.65,2636,135083,455700,24.8,83.24,4.24,3.94,0,6.45,0,2.14,0,2,1,0.97,1.94,0,0,0
060170307091,2011,307.09.1,"El Dorado County, California",2276,0,45,1.44,,151696,656000,,87.17,1.32,3.34,0,5.62,0,2.55,0,2,1,2.21,4.43,0,0,0
060170307091,2012,307.09.1,"El Dorado County, California",2276,0,46,1.44,,151696,656000,,87.17,1.32,3.34,0,5.62,0,2.55,0,2,1,2.16,4.32,0,0,0
060170307091,2013,307.09.1,"El Dorado County, California",2276,0,48,1.44,,151696,656000,,87.17,1.32,3.34,0,5.62,0,2.55,0,1,1,2.11,2.11,0,0,0
060170307091,2014,307.09.1,"El Dorado County, California",2276,0,49,1.44,,151696,656000,,87.17,1.32,3.34,0,5.62,0,2.55,0,0,0,0,0,0,0,0
060170307092,2011,307.09.2,"El Dorado County, California",2655,0,67,9.07,,113214,442000,,74.88,0,14.92,0,6.4,0,3.8,0,2,0,0,2.98,0,0,0
060170307092,2012,307.09.2,"El Dorado County, California",2655,0,68,9.07,,113214,442000,,74.88,0,14.92,0,6.4,0,3.8,0,3,0,0,4.39,0,0,0
060170307092,2013,307.09.2,"El Dorado County, California",2655,0,70,9.07,,113214,442000,,74.88,0,14.92,0,6.4,0,3.8,0,1,0,0,1.44,0,0,0
060170307092,2014,307.09.2,"El Dorado County, California",2655,0,71,9.07,,113214,442000,,74.88,0,14.92,0,6.4,0,3.8,0,2,0,0,2.83,0,0,0
060170307101,2011,307.10.1,"El Dorado County, California",2205,0,118,12.88,2271,97885,410000,39.1,80,4.58,9.3,0,4.49,0,1.63,0,3,1,0.85,2.54,0,0,0
