Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Record ID
200003033484,2,new construction wood frame,03/03/2000,5946,046,122,V,Madison,St,,,to erect a 3-story single family dwelling,expired,10/29/2002,03/03/2000,10/29/2001,,10/30/2001,,,3,,,150000,160000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,11,Excelsior,94112,806334192083
200003033413,2,new construction wood frame,03/03/2000,4231,002,747,,23rd,St,,,"erect a four story, 18 unit dwelling- live/work",withdrawn,03/25/2002,03/03/2000,,,,,,18,,,1000000,,,,artist live/work,4,2,Y,,,5,wood frame (5),Y,10,Potrero Hill,94107,806297386347
200003033417,2,new construction wood frame,03/03/2000,4231,002,1388,,Illinois,St,,,erect a four story twenty one live/work dwelling units,withdrawn,09/26/2002,03/03/2000,,,,,,21,,,1000000,,,,artist live/work,4,2,Y,,,5,wood frame (5),,10,Potrero Hill,94107,806296386346
200003033463,2,new construction wood frame,03/03/2000,0154,020,1478,,Pacific,Av,,,erect a four story single family dwelling,complete,05/20/2003,03/03/2000,05/17/2001,05/20/2003,05/21/2001,,,4,,,350000,350000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,3,Russian Hill,94109,80631160895
200003073634,2,new construction wood frame,03/07/2000,1250,018,798,,Stanyan,St,,,erect a four story seven unit residential bldg,complete,12/19/2001,03/07/2000,08/16/2000,12/19/2001,,,,4,,,600000,1280000,,,apartments,7,2,,,,5,wood frame (5),Y,5,Haight Ashbury,94117,80673493760
200003073634,2,new construction wood frame,03/07/2000,1250,020,798,,Stanyan,St,,,erect a four story seven unit residential bldg,complete,12/19/2001,03/07/2000,08/16/2000,12/19/2001,,,,4,,,600000,1280000,,,apartments,7,2,,,,5,wood frame (5),Y,5,Haight Ashbury,94117,806742386388
200003073636,2,new construction wood frame,03/07/2000,1250,018,188,,Beulah,St,,,to erect 4 story new bldg with 6 dwelling unit,complete,12/24/2001,03/07/2000,08/16/2000,12/24/2001,,,,4,,,500000,1080000,,,apartments,6,2,,,,5,wood frame (5),Y,5,Haight Ashbury,94117,806730386380
200003073636,2,new construction wood frame,03/07/2000,1250,020,188,,Beulah,St,,,to erect 4 story new bldg with 6 dwelling unit,complete,12/24/2001,03/07/2000,08/16/2000,12/24/2001,,,,4,,,500000,1080000,,,apartments,6,2,,,,5,wood frame (5),Y,5,Haight Ashbury,94117,806732386382
200003073699,2,new construction wood frame,03/07/2000,5067,020,3733,,San Bruno,Av,,,to erect a 3-story single family dwelling,complete,03/13/2003,03/07/2000,03/09/2001,03/13/2003,03/09/2001,,,3,,,250000,250000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,10,Visitacion Valley,94134,806581386303
200003073707,2,new construction wood frame,03/07/2000,5067,017,3711,,San Bruno,Av,,,to erect a 3-story single family dwelling,complete,10/02/2001,03/07/2000,07/14/2000,10/02/2001,09/21/2000,,,3,,,250000,355000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,10,Visitacion Valley,94134,806586386291
200003073709,2,new construction wood frame,03/07/2000,5067,018,3713,,San Bruno,Av,,,to erect a 3-story single family dwelling,complete,10/02/2001,03/07/2000,09/21/2000,10/02/2001,09/22/2000,,,3,,,250000,250000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,10,Visitacion Valley,94134,806588386292
200003073705,2,new construction wood frame,03/07/2000,5067,019,3723,,San Bruno,Av,,,to erect single family dwelling,complete,07/17/2003,03/07/2000,03/09/2001,07/17/2003,03/09/2001,,,3,,,250000,250000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,10,Visitacion Valley,94134,806594386294
200003073664,2,new construction wood frame,03/07/2000,4264,025,2637,,24th,St,,,"erect 4 stories, 6 units dwelling apartments",complete,12/06/2005,03/07/2000,10/26/2004,12/06/2005,,,,4,,,400000,1023169,,,apartments,6,2,,,,5,wood frame (5),,10,Mission,94110,806543172713
200003073667,2,new construction wood frame,03/07/2000,4264,026,2625,,24th,St,,,erect a five story five unit residential bldg,complete,09/29/2006,03/07/2000,09/02/2005,09/29/2006,,,,5,,,400000,880000,,,apartments,5,2,,,,5,wood frame (5),,10,Mission,94110,806546368504
200003104006,2,new construction wood frame,03/10/2000,2031,015,1798,,19th,Av,,,erect a four story three unit non-professional offices & condo,complete,04/30/2002,03/10/2000,09/25/2000,04/30/2002,09/29/2000,,,4,,,450000,600280,,,apartments,3,2,,,,5,wood frame (5),Y,7,Inner Sunset,94122,806920122687
200003083752,1,new construction,03/08/2000,3721,013,524,,Howard,St,,,to erect 23 stories of office bldg,expired,04/16/2007,03/08/2000,05/06/2000,,,,,23,,,31000000,32000000,,,office,0,2,,,,1,constr type 1,Y,6,Financial District/South Beach,94105,806634164671
200003093880,2,new construction wood frame,03/09/2000,2468,024,1712,,Wawona,St,,,single family dweling,complete,08/23/2001,03/09/2000,07/26/2000,08/23/2001,07/27/2000,,,2,,,230000,230000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,4,Sunset/Parkside,94116,806782386390
200003093880,2,new construction wood frame,03/09/2000,2468,024,1712,,Wawona,St,,,single family dweling,complete,08/23/2001,03/09/2000,07/26/2000,08/23/2001,07/27/2000,,,2,,,230000,230000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,4,Sunset/Parkside,94116,827086386390
200003104070,2,new construction wood frame,03/10/2000,3589,064,133,,Lexington,St,,,"construct new building - 3 dwellubg units condomniums, 4 stories, no basement.",complete,09/17/2002,03/10/2000,12/10/2001,09/17/2002,12/10/2001,,,4,,,300000,335000,,,apartments,3,2,,,,5,wood frame (5),Y,9,Mission,94110,806989160521
200003093919,2,new construction wood frame,03/09/2000,6017,047,320,,Excelsior,Av,,,"erect a two story, one unit dwelling",complete,03/02/2001,03/09/2000,09/07/2000,03/02/2001,09/12/2000,,,2,,,150000,260000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,11,Excelsior,94112,807192386404
200003093940,2,new construction wood frame,03/09/2000,6234,033,271,,Teddy,Av,,,to erect1 new dwelling unit with 2 story occupancy,expired,12/10/2001,03/09/2000,02/23/2001,,03/16/2001,,,3,,,250000,250000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,10,Visitacion Valley,94134,806853198660
200003093954,1,new construction,03/09/2000,4315,013,1661,,Tennessee,St,,,industrual lite manufacturing,expired,02/18/2005,03/09/2000,12/09/2000,,05/03/2001,,,3,,,6000000,14500000,,,manufacturing,0,4,,,,1,constr type 1,,10,Bayview Hunters Point,94107,807201359473
200003134167,2,new construction wood frame,03/13/2000,5556,024,182,,Brewster,St,,,erect 3 story single family dwelling,expired,06/12/2002,03/14/2000,03/19/2001,,03/20/2001,,,3,,,200000,200000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,9,Bernal Heights,94110,807103184295
200003144267,2,new construction wood frame,03/14/2000,4104,068,683,,Pennsylvania,Av,,,erect a four story two unit residential bldg,complete,07/24/2002,03/14/2000,03/27/2001,07/24/2002,04/10/2001,,,4,,,250000,400000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,10,Potrero Hill,94107,807232386407
200003174702,2,new construction wood frame,03/17/2000,2616,025,1562,,Masonic,Av,,,erect 1 story residential garage,complete,03/03/2003,03/17/2000,04/03/2001,03/03/2003,04/10/2001,,,1,,,31000,31000,,,prkng garage/public,0,2,,,,5,wood frame (5),Y,8,Haight Ashbury,94117,807662139471
200003164580,2,new construction wood frame,03/16/2000,6690,030,283,,Chenery,St,,,"erect a two story, two unit dwelling",withdrawn,01/05/2001,03/16/2000,,,,,,2,,,270000,,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,8,Glen Park,94131,807533210682
200003225075,2,new construction wood frame,03/22/2000,2613,021,2315,,15th,St,,,to erect 4 story new  bldg with 2 dwelling unit,expired,05/14/2002,03/22/2000,02/02/2001,,02/02/2001,,,3,,,200000,,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,8,Castro/Upper Market,94114,808082139367
200003225040,2,new construction wood frame,03/22/2000,5712,015,68,,Gladys,St,,,to erect single family dwelling,expired,09/18/2002,03/22/2000,09/18/2001,,04/18/2002,,,3,,,300000,300000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,9,Bernal Heights,94110,808039187487
200003225044,1,new construction,03/22/2000,5087,004,2201,,Bay Shore,Bl,,,erect a one story commercial bldg,withdrawn,08/30/2001,03/22/2000,,,,,,1,,,9000000,,,,retail sales,0,4,,,,1,constr type 1,Y,10,Bayview Hunters Point,94134,808065177851
200003225044,1,new construction,03/22/2000,5087,003,2201,,Bay Shore,Bl,,,erect a one story commercial bldg,withdrawn,08/30/2001,03/22/2000,,,,,,1,,,9000000,,,,retail sales,0,4,,,,1,constr type 1,Y,10,Bayview Hunters Point,94134,808066177849
200003225044,1,new construction,03/22/2000,5099,014,2201,,Bay Shore,Bl,,,erect a one story commercial bldg,withdrawn,08/30/2001,03/22/2000,,,,,,1,,,9000000,,,,retail sales,0,4,,,,1,constr type 1,Y,10,Bayview Hunters Point,94134,808067386463
200003225044,1,new construction,03/22/2000,5100,003,2201,,Bay Shore,Bl,,,erect a one story commercial bldg,withdrawn,08/30/2001,03/22/2000,,,,,,1,,,9000000,,,,retail sales,0,4,,,,1,constr type 1,Y,10,Bayview Hunters Point,94134,808068386464
200003235127,1,new construction,03/23/2000,3957,001,350,,Rhode Island,St,,,erect a four story office/parking/retail bldg,complete,11/08/2004,03/23/2000,09/15/2000,11/08/2004,,,,4,,,38000000,38000000,,,office,0,4,,,,1,constr type 1,,10,Mission Bay,94103,808142370196
200003245260,2,new construction wood frame,03/24/2000,0794,030,555,,Birch,St,,,to erect 4 stories of 2 family dwelling,complete,09/05/2001,03/24/2000,03/02/2001,09/05/2001,,,,4,,,275000,275000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,5,Hayes Valley,94102,808306386481
200003275496,2,new construction wood frame,03/27/2000,7178,008,60,,Niantic,Av,,,erect 2 story single family dwelling,complete,03/25/2002,03/27/2000,09/22/2000,03/25/2002,09/29/2000,,,2,,,100000,167700,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,7,Oceanview/Merced/Ingleside,94132,808579386503
200003275502,2,new construction wood frame,03/27/2000,7178,009,70,,Niantic,Av,,,to erect 3 stories of 1 family dwelling,complete,03/14/2002,03/27/2000,09/22/2000,03/14/2002,09/29/2000,,,3,,,120000,246100,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,7,Oceanview/Merced/Ingleside,94132,808581224041
200003275517,2,new construction wood frame,03/27/2000,5291,030,4445,,03rd,St,,,to erect 4 stories of 30 dwelling and commercial,complete,01/27/2003,03/27/2000,05/07/2001,01/27/2003,,,,4,,,,3500000,,,apartments,30,2,,,,5,wood frame (5),,10,Bayview Hunters Point,94124,808599178542
200003285592,2,new construction wood frame,03/28/2000,0504,008,1549,,Lombard,St,,,erect 3 story 4 dwelling unit apartment bldg,complete,09/27/2001,03/28/2000,09/07/2000,09/27/2001,,,,3,,,437000,437000,,,apartments,4,2,,,,5,wood frame (5),,2,Marina,94123,808754386514
200003275489,2,new construction wood frame,03/27/2000,1716,002,1219,,34th,Av,,,erect a three story two unit residential bldg,complete,05/09/2003,03/27/2000,03/27/2002,05/09/2003,04/02/2002,,,3,,,150000,415073,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,4,Sunset/Parkside,94122,808569111330
200003305829,2,new construction wood frame,03/30/2000,6951,041,226,A,Oneida,Av,0,,to erect a 2 stories 1 dwelling unit bldg.,complete,09/17/2008,03/30/2000,05/05/2006,09/17/2008,05/15/2006,,,2,,,150000,260000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,11,Outer Mission,94112,1052062449087
200003305833,2,new construction wood frame,03/30/2000,6951,040,226,B,Oneida,Av,0,,to erect a new 2-story single family dwelling,complete,09/17/2008,03/30/2000,05/05/2006,09/17/2008,05/15/2006,,,2,,,150000,260000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,11,Outer Mission,94112,1052059449086
200003305837,2,new construction wood frame,03/30/2000,6951,039,228,A,Oneida,Av,,,erect a two story single family dwelling,complete,09/17/2008,03/30/2000,05/05/2006,09/17/2008,05/15/2006,,,2,,,150000,260000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,11,Outer Mission,94112,1052060450097
200003305844,2,new construction wood frame,03/30/2000,6951,038,228,B,Oneida,Av,0,,erect a two story single family dwelling,complete,09/17/2008,03/30/2000,05/05/2006,09/17/2008,05/15/2006,,,2,,,150000,260000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,11,Outer Mission,94112,1052061449084
200003295776,2,new construction wood frame,03/29/2000,4271,011,1346,,Alabama,St,,,to erect a 4-story 2 unit family dwelling,complete,12/28/2001,03/29/2000,03/13/2001,12/28/2001,03/16/2001,,,4,,,138000,180000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,9,Mission,94110,808898172909
200003295798,2,new construction wood frame,03/29/2000,2763,023,3750,,Market,St,,,to erect a 3-story 2 unit condo,complete,11/09/2004,03/29/2000,07/13/2001,11/09/2004,07/13/2001,,,3,,,300000,300000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,8,Twin Peaks,94131,808947386560
200003305922,2,new construction wood frame,03/30/2000,5258,026,1415,,Hudson,Av,,,to erect a new 2-story single family dwelling,expired,04/06/2004,03/30/2000,03/03/2003,,03/05/2003,,,2,,,150000,170000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,809469386640
200003305924,2,new construction wood frame,03/30/2000,5258,027,1411,,Hudson,Av,,,to erect a new 2-story single family dwelling,expired,04/06/2004,03/30/2000,03/05/2003,,03/05/2003,,,2,,,150000,260000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,809464386639
200003305928,2,new construction wood frame,03/30/2000,5556,019,162,V,Brewster,St,,,"erect type v, 2 story, single family dwelling.",cancelled,01/18/2002,03/30/2000,,,,,,2,,,100000,,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,9,Bernal Heights,94110,809084184290
200004036173,2,new construction wood frame,04/03/2000,3726,090,563,,Minna,St,,,erect 4 story 5 dwelling residenatial building,complete,10/01/2001,04/03/2000,10/13/2000,10/01/2001,,,,4,,,540000,580000,,,apartments,5,4,,,,5,wood frame (5),Y,6,South of Market,94103,809368164919
200004056407,2,new construction wood frame,04/05/2000,3731,015,1026,,Folsom,St,,,erect 4 story 12 units residential building,complete,12/04/2001,04/05/2000,11/06/2000,12/04/2001,11/07/2000,,,4,,,1300000,2380000,,,artist live/work,12,4,,,,5,wood frame (5),Y,6,South of Market,94103,809628165345
200004046373,2,new construction wood frame,04/04/2000,3077,009,29,,San Andreas,Wy,,,erect a two story single family dwelling,expired,02/09/2010,04/04/2000,03/07/2007,,06/14/2007,,,2,,,370000,755000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,7,West of Twin Peaks,94127,809627386661
200004046293,2,new construction wood frame,04/04/2000,5652,001,688,,Powhattan,Av,,,erect 2 story single family dwelling,complete,08/29/2002,04/04/2000,07/10/2001,08/29/2002,07/11/2001,,,2,,,235000,235000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,9,Bernal Heights,94110,809587386653
200004046298,2,new construction wood frame,04/04/2000,4971,010,33,,Redondo,St,,,erect 2 story single family dwelling,complete,07/24/2001,04/04/2000,03/19/2001,07/24/2001,03/20/2001,,,2,,,25000,190000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,809580386651
200004066555,2,new construction wood frame,04/06/2000,7380,019,1,,Thomas More,Wy,,,erect 3 story 125 dwelling units residential building,complete,11/19/2003,04/06/2000,09/13/2000,11/19/2003,12/12/2000,,,3,,,10000000,10000000,,,nursing home non amb,125,2,,,,5,wood frame (5),Y,7,Lakeshore,94132,809915386684
200004066555,2,new construction wood frame,04/06/2000,7380,020,1,,Thomas More,Wy,,,erect 3 story 125 dwelling units residential building,complete,11/19/2003,04/06/2000,09/13/2000,11/19/2003,12/12/2000,,,3,,,10000000,10000000,,,nursing home non amb,125,2,,,,5,wood frame (5),Y,7,Lakeshore,94132,809916386692
200004056447,2,new construction wood frame,04/05/2000,6565,007,1440,,Church,St,,,erect a four story two unit residential bldg,complete,02/12/2002,04/05/2000,01/16/2001,02/12/2002,01/18/2001,,,4,,,500000,500000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,8,Noe Valley,94131,809705386672
200004056447,2,new construction wood frame,04/05/2000,6565,007,1442,,Church,St,,,erect a four story two unit residential bldg,complete,02/12/2002,04/05/2000,01/16/2001,02/12/2002,01/18/2001,,,4,,,500000,500000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,8,Noe Valley,94131,809706386673
200004056499,2,new construction wood frame,04/05/2000,1733,025,1276,,18th,Av,,,to erect a 4-story 3 unit redential condo,complete,04/17/2002,04/05/2000,03/30/2001,04/17/2002,04/10/2001,,,4,,,350000,485000,,,apartments,3,2,,,,5,wood frame (5),Y,4,Inner Sunset,94122,809738112112
200004106789,2,new construction wood frame,04/10/2000,1067,018,99,,Blake,St,,,to erect four story apartment  w/commercial,complete,09/24/2001,04/10/2000,05/10/2000,09/24/2001,,,,4,,,380000,630000,,,apartments,3,2,Y,,,5,wood frame (5),Y,2,Presidio Heights,94118,81012588801
200004106789,2,new construction wood frame,04/10/2000,1067,018,3000,,Geary,Bl,,,to erect four story apartment  w/commercial,complete,09/24/2001,04/10/2000,05/10/2000,09/24/2001,,,,4,,,380000,630000,,,apartments,3,2,Y,,,5,wood frame (5),Y,2,Presidio Heights,94118,810305386732
200004076670,2,new construction wood frame,04/07/2000,0089,024,659,,Greenwich,St,,,erect 4-story single family dwelling,complete,11/13/2002,04/07/2000,05/04/2001,11/13/2002,05/07/2001,,,4,,,599000,599000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,3,North Beach,94133,80994058412
200004137122,1,new construction,04/13/2000,0738,017,851,,Van Ness,Av,,,to erect retail office residential,complete,12/12/2002,04/13/2000,06/10/2000,12/12/2002,02/28/2001,,,6,,,8000000,8000000,,,retail sales,32,2,,,,3,constr type 3,Y,5,Western Addition,94109,81044080756
200004137185,2,new construction wood frame,04/13/2000,3649,018,277,,Chattanooga,St,,,erect a new 3-story single family dwelling,expired,09/27/2002,04/13/2000,09/27/2001,,09/27/2001,,,3,,,190000,190000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,8,Noe Valley,94114,810677386753
200004147270,2,new construction wood frame,04/14/2000,0158,079,1500,,Taylor,St,,,to erect a 3 dwelling unit 5-story res. condo w/ commercial bldng,complete,10/18/2002,04/14/2000,01/30/2001,10/18/2002,03/06/2001,,,5,,,480000,480000,,,apartments,3,2,,,,5,wood frame (5),Y,3,Nob Hill,94133,81060061112
200004187535,2,new construction wood frame,04/18/2000,1626,003H,646,,19th,Av,,,to erect a 3-story 2 family dwelling units,complete,07/22/2002,04/18/2000,05/07/2001,07/22/2002,05/07/2001,,,3,,,350000,370000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,1,Outer Richmond,94121,810931107436
200004187592,2,new construction wood frame,04/18/2000,3795B,001,150,,Berry,St,,,erect a 5 story 100 unit residential bldg,complete,10/21/2002,04/18/2000,09/01/2000,10/21/2002,12/18/2000,,,5,,,16766000,16766000,,,apartments,100,2,,,,5,wood frame (5),Y,,,94107,827200388038
200004187564,2,new construction wood frame,04/18/2000,7107,062,329,,Plymouth,Av,,,"one-stop, erect a 3-story 2 family dwelling",complete,06/29/2001,04/18/2000,09/15/2000,06/29/2001,09/22/2000,,,3,,,250000,250000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,11,Oceanview/Merced/Ingleside,94112,811197386792
200004177472,2,new construction wood frame,04/17/2000,3775,097,415,,Bryant,St,,,to erect 4 story new bldg with 8 dwelling unit,complete,01/16/2002,04/17/2000,08/17/2000,01/16/2002,,,,4,,,850000,850000,,,artist live/work,8,4,,,,5,wood frame (5),Y,6,Financial District/South Beach,94107,810863167324
200004207734,2,new construction wood frame,04/20/2000,4153,012,1078,,Potrero,Av,,,erect a four story three unit residential bldg,issued,02/28/2001,04/20/2000,02/28/2001,,04/17/2001,,,4,,,300000,508178,,,apartments,3,2,,,,5,wood frame (5),Y,9,Mission,94110,811138171424
